Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms,Grip,Load Position (Ending),Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification,foundationalScore,exerciseTier,isFoundational,classificationTags
Bodyweight Fire Hydrant,Video Demonstration,Video Explanation,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Gluteus Minimus,Bodyweight,1.0,None,0,Quadruped,Double Arm,Continuous,Flat Palm,No Load,No Elevation,Single Exercise,Hip External Rotation,,,Transverse Plane,,,Lower Body,Other,Isolation,Unilateral,Unsorted*,80,2,False,"beginner,bodyweight,isolation,lower-body"
Bodyweight Knee Hover Quadruped Fire Hydrant,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,Gluteus Medius,Gluteus Minimus,Bodyweight,1.0,None,0,Knee Hover Quadruped,Double Arm,Continuous,Flat Palm,No Load,No Elevation,Single Exercise,Hip External Rotation,Isometric Hold,,Transverse Plane,,,Lower Body,Other,Isolation,Unilateral,Unsorted*,75,2,False,"bodyweight,intermediate,isolation,lower-body"
Barbell Seated Reverse Grip Wrist Curl,,Video Explanation,Intermediate,Forearms,Brachioradialis,,,Barbell,1.0,Bench (Flat),1,Seated,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Wrist Extension,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Unsorted*,73,2,False,"barbell,intermediate,isolation,upper-body"
Bodyweight Seated Wall Angels,Video Demonstration,,Beginner,Shoulders,Posterior Deltoids,Infraspinatus,Teres Minor,Bodyweight,1.0,None,0,Seated Floor,Double Arm,Continuous,No Grip,No Load,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Unsorted*,98,1,True,"beginner,big-5,bodyweight,compound,upper-body"
Bodyweight Bent Knee Copenhagen Plank Side Raise,Video Demonstration,Video Explanation,Intermediate,Adductors,Adductor Magnus,,,Bodyweight,1.0,Bench (Flat),1,Side Plank,Single Arm,Continuous,Forearm,No Load,Foot Elevated (Side),Single Exercise,Hip Adduction,Isometric Hold,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Unsorted*,80,2,False,"bodyweight,compound,intermediate,lower-body"
Bodyweight Kneeling Side Plank,Video Demonstration,Video Explanation,Beginner,Abdominals,Obliques,Rectus Abdominis,,Bodyweight,1.0,None,0,Side Plank,Single Arm,Continuous,Forearm,No Load,No Elevation,Single Exercise,Anti-Lateral Flexion,,,Frontal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,85,2,False,"beginner,bodyweight,compound,midsection"
Bodyweight Hand Assisted Hip Airplane,Video Demonstration,Video Explanation,Novice,Glutes,Gluteus Medius,Gluteus Minimus,,Bodyweight,1.0,None,0,Standing,Double Arm,Continuous,Hand Assisted,No Load,No Elevation,Single Exercise,Hip External Rotation,Hip Internal Rotation,,Transverse Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,83,2,False,"bodyweight,compound,lower-body,novice"
Superband Single Leg Tibialis Raise,Video Demonstration,Video Explanation,Beginner,Shins,Tibialis Anterior,,,Superband,1.0,None,0,Seated Floor,No Arms,Continuous,No Grip,Other,No Elevation,Single Exercise,Ankle Dorsiflexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Unilateral,Unsorted*,65,2,False,"beginner,isolation,lower-body,superband"
Barbell Zercher Squat,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,No Grip,Zercher,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Unsorted*,78,2,False,"advanced,barbell,compound,lower-body"
Barbell Squat Snatch,Video Demonstration,Video Explanation,Expert,Glutes,Gluteus Maximus,Quadriceps Femoris,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Hip Hinge,Knee Dominant,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting ,93,1,True,"barbell,big-5,compound,expert,full-body"
Single Arm Kettlebell Push Jerk,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Gluteus Minimus,Kettlebell,1.0,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Unsorted*,78,2,False,"compound,kettlebell,novice,upper-body"
Barbell Squat Clean to Split Jerk,Video Demonstration,Video Explanation,Expert,Shoulders,Anterior Deltoids,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Vertical Push,Hip Hinge,Knee Dominant,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Olympic Weightlifting ,90,1,True,"barbell,big-5,compound,expert,full-body"
Barbell Incline Bench Press,Video Demonstration,Video Explanation,Novice,Chest,Pectoralis Major,Triceps Brachii,,Barbell,1.0,Bench (Incline),1,Seated,Double Arm,Continuous,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,91,1,True,"barbell,big-5,compound,novice,upper-body"
Barbell Hang Squat Clean Thruster,Video Demonstration,,Advanced,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Unsorted*,90,1,True,"advanced,barbell,big-5,compound,full-body"
Barbell Squat Clean Thruster,Video Demonstration,Video Explanation,Advanced,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Unsorted*,90,1,True,"advanced,barbell,big-5,compound,full-body"
Bodyweight Copenhagen Plank,Video Demonstration,Video Explanation,Novice,Adductors,Adductor Magnus,,,Bodyweight,1.0,Bench (Flat),1,Side Plank,Single Arm,Continuous,Forearm,No Load,Foot Elevated (Side),Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Unsorted*,78,2,False,"bodyweight,compound,lower-body,novice"
Bodyweight Bent Knee Copenhagen Plank,Video Demonstration,,Novice,Adductors,Adductor Magnus,,,Bodyweight,1.0,Bench (Flat),1,Side Plank,Single Arm,Continuous,Forearm,No Load,Foot Elevated (Side),Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Unsorted*,78,2,False,"bodyweight,compound,lower-body,novice"
Parallette Kneeling Close Grip Push Up,,,Beginner,Triceps,Triceps Brachii,Pectoralis Major,,Parallette Bars,1.0,None,0,Prone,Double Arm,Continuous,Pronated,No Load,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics,78,2,False,"beginner,compound,parallette-bars,upper-body"
Miniband Single Leg Hip Thrust,Video Demonstration,Video Explanation,Novice,Glutes,Gluteus Maximus,,,Miniband,1.0,Bench (Flat),1,Single Leg Bridge,No Arms,Continuous,No Grip,No Load,No Elevation,Single Exercise,Hip Extension,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Bodybuilding,68,2,False,"compound,lower-body,miniband,novice"
Barbell Deficit Snatch Grip Deadlift,Video Demonstration,,Intermediate,Back,Latissimus Dorsi,,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Other,Feet Elevated,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Bodybuilding,95,1,True,"barbell,big-5,compound,full-body,intermediate"
Single Arm Ring Eccentric Chin Up ,Video Demonstration,,Expert,Biceps,Biceps Brachii,Latissimus Dorsi,,Gymnastic Rings,1.0,None,0,Hanging,Single Arm,Continuous,Supinated,No Load,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Calisthenics,68,2,False,"compound,expert,gymnastic-rings,upper-body"
Bodyweight Hand Assisted Foot Elevated Knee Over Toe Split Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bodyweight,1.0,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Hand Assisted,No Load,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,85,2,False,"beginner,bodyweight,compound,lower-body"
Bodyweight Foot Elevated Knee Over Toe Split Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Bodyweight,1.0,None,0,Knee Over Toe Split Squat,No Arms,Continuous,No Grip,No Load,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,85,2,False,"beginner,bodyweight,compound,lower-body"
Double Kettlebell Thruster,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Push,Compound,Bilateral,Bodybuilding,83,2,False,"compound,full-body,kettlebell,novice"
Double Kettlebell Cossack Squat Thruster,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Adductor Magnus,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Rotational,Knee Dominant,,Frontal Plane,,,Full Body,Push,Compound,Unilateral,Bodybuilding,77,2,False,"compound,full-body,intermediate,kettlebell"
Double Kettlebell Alternating Cossack Squat Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Adductor Magnus,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Vertical Push,Knee Dominant,,Frontal Plane,,,Full Body,Push,Compound,Unilateral,Bodybuilding,82,2,False,"compound,full-body,intermediate,kettlebell"
Double Kettlebell Tall Kneeling Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2.0,None,0,Tall Kneeling,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,81,2,False,"compound,kettlebell,novice,upper-body"
Double Kettlebell Front Rack Walking Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Walking,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Double Kettlebell Overhead Walking Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Walking,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,65,2,False,"advanced,compound,kettlebell,lower-body"
Parallette Freestanding Handstand,Video Demonstration,Video Explanation,Expert,Shoulders,Anterior Deltoids,,,Parallette Bars,2.0,None,0,Inverted,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Upper Body,Other,Compound,Bilateral,Calisthenics,66,2,False,"compound,expert,parallette-bars,upper-body"
Parallette L Sit to Handstand,,Video Explanation,Expert,Shoulders,Anterior Deltoids,,,Parallette Bars,2.0,None,0,Inverted,Double Arm,Continuous,Neutral,No Load,No Elevation,Combo Exercise,Isometric Hold,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Calisthenics,63,2,False,"compound,expert,parallette-bars,unsorted*"
Ring Straddle L Sit,Video Demonstration,Video Explanation,Expert,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2.0,None,0,L Sit,Double Arm,Continuous,Supinated,No Load,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Unsorted*,Other,Compound,Bilateral,Calisthenics,63,2,False,"compound,expert,gymnastic-rings,unsorted*"
Parallette Stalder Press to Handstand,,Video Explanation,Master,Shoulders,Anterior Deltoids,Rectus Abdominis,,Parallette Bars,2.0,None,0,Inverted,Double Arm,Continuous,Neutral,No Load,No Elevation,Combo Exercise,Isometric Hold,,,Sagittal Plane,,,Upper Body,Unsorted*,Compound,Bilateral,Calisthenics,66,2,False,"compound,master,parallette-bars,upper-body"
Ring Gironda Sternum Chin Up,,Video Explanation,Expert,Biceps,Biceps Brachii,Latissimus Dorsi,,Gymnastic Rings,2.0,None,0,Hanging,Double Arm,Continuous,Supinated,No Load,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics,71,2,False,"compound,expert,gymnastic-rings,upper-body"
Ring Archer Push Up,Video Demonstration,,Advanced,Chest,Pectoralis Major,,,Gymnastic Rings,2.0,None,0,Prone,Double Arm,Alternating,Neutral,No Load,No Elevation,Single Exercise,Horizontal Push,,,Frontal Plane,,,Upper Body,Push,Compound,Unilateral,Calisthenics,65,2,False,"advanced,compound,gymnastic-rings,upper-body"
Single Arm Ring Chin Up,Video Demonstration,Video Explanation,Master,Biceps,Biceps Brachii,Latissimus Dorsi,,Gymnastic Rings,1.0,None,0,Hanging,Single Arm,Continuous,Supinated,No Load,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Calisthenics,68,2,False,"compound,gymnastic-rings,master,upper-body"
Ring L Sit Archer Pull Up,,,Expert,Back,Latissimus Dorsi,Biceps Brachii,,Gymnastic Rings,2.0,None,0,Hanging,Double Arm,Alternating,Pronated,No Load,No Elevation,Single Exercise,Vertical Pull,,,Frontal Plane,Sagittal Plane,,Upper Body,Pull,Compound,Unilateral,Calisthenics,68,2,False,"compound,expert,gymnastic-rings,upper-body"
Alternating Single Arm Parallette Push Up,,,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Parallette Bars,1.0,None,0,Prone,Single Arm,Alternating,Neutral,No Load,No Elevation,Single Exercise,Horizontal Push,,,Frontal Plane,,,Upper Body,Push,Compound,Unilateral,Calisthenics,70,2,False,"compound,intermediate,parallette-bars,upper-body"
Double Dumbbell Incline Bench Prone Y Raise,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,,,Dumbbell,2.0,Bench (Incline),1,Prone,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,,,,Frontal Plane,,,Upper Body,Pull,Pull,Bilateral,Postural,79,2,False,"dumbbell,novice,upper-body"
Suspension Face Pull to Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Teres Minor,Suspension Trainer,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Combo Exercise,Shoulder External Rotation,Vertical Push,,Transverse Plane,,,Upper Body,Push & Pull,Compound,Bilateral,Unsorted*,66,2,False,"compound,novice,suspension-trainer,upper-body"
Superband Assisted Bar Muscle Up,Video Demonstration,Video Explanation,Advanced,Back,Latissimus Dorsi,Triceps Brachii,,Superband,1.0,Pull Up Bar,1,Hanging,Double Arm,Continuous,False Grip,No Load,No Elevation,Single Exercise,Vertical Pull,Vertical Push,,Sagittal Plane,,,Upper Body,Push & Pull,Compound,Bilateral,Calisthenics,78,2,False,"advanced,compound,superband,upper-body"
Stability Ball Sit Up,Video Demonstration,Video Explanation,Beginner,Abdominals,Rectus Abdominis,,,Stability Ball,1.0,None,0,Supine,No Arms,Continuous,Head Supported,No Load,No Elevation,Single Exercise,Spinal Flexion,Other,,Sagittal Plane,,,Midsection,Other,,Bilateral,Unsorted*,68,2,False,"beginner,midsection,stability-ball"
Double Kettlebell Shrug,Video Demonstration,Video Explanation,Beginner,Trapezius ,Upper Trapezius,,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Scapular Elevation,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding,68,2,False,"beginner,isolation,kettlebell,upper-body"
Double Kettlebell Hang Squat Clean,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,85,2,False,"compound,full-body,intermediate,kettlebell"
Double Kettlebell Hollow Body Hold,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,,,Kettlebell,2.0,None,0,Supine,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,78,2,False,"compound,intermediate,kettlebell,midsection"
Ring Scapular Pull Up,Video Demonstration,,Intermediate,Back,Latissimus Dorsi,Rhomboids,,Gymnastic Rings,2.0,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics,73,2,False,"compound,gymnastic-rings,intermediate,upper-body"
Bodyweight Side Lying Hip Adduction,Video Demonstration,Video Explanation,Beginner,Adductors,Adductor Magnus,,,Bodyweight,1.0,None,0,Side Lying,No Arms,Continuous,No Grip,No Load,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Unsorted*,85,2,False,"beginner,bodyweight,compound,lower-body"
Superband Hollow Body Hold,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,,,Superband,1.0,None,0,Supine,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,78,2,False,"compound,intermediate,midsection,superband"
Suspension Y Raise,Video Demonstration,Video Explanation,Beginner,Shoulders,Posterior Deltoids,,,Suspension Trainer,1.0,None,0,Standing,Double Arm,Continuous,Pronated,No Load,No Elevation,Single Exercise,,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*,71,2,False,"beginner,compound,suspension-trainer,upper-body"
Slider Single Leg Eccentric Hamstring Curl ,Video Demonstration,Video Explanation,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,,Sliders,1.0,None,0,Supine,No Arms,Continuous,No Grip,No Load,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Pull,Isolation,Unilateral,Unsorted*,50,3,False,"intermediate,isolation,lower-body,sliders"
Barbell Reverse Grip Bench Press,Video Demonstration,Video Explanation,Intermediate,Chest,Pectoralis Major,,,Barbell,1.0,Bench (Flat),1,Supine,Double Arm,Continuous,Supinated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,93,1,True,"barbell,big-5,compound,intermediate,upper-body"
Double Dumbbell Reverse Grip Bench Press,Video Demonstration,Video Explanation,Novice,Chest,Pectoralis Major,,,Dumbbell,2.0,Bench (Flat),1,Supine,Double Arm,Continuous,Supinated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,91,1,True,"big-5,compound,dumbbell,novice,upper-body"
Side Plank Superband Hanging Adduction,Video Demonstration,,Intermediate,Adductors,Adductor Magnus,,,Superband,1.0,None,0,Side Plank,Single Arm,Continuous,Flat Palm,Other,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Isolation,Unilateral,Unsorted*,60,2,False,"intermediate,isolation,lower-body,superband"
Single Arm Cable Seated Floor Lat Pulldown,Video Demonstration,,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Cable,1.0,None,0,Seated Floor,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,78,2,False,"cable,compound,novice,upper-body"
Single Arm Resistance Band Half Kneeling Cuban Press,,Video Explanation,Novice,Shoulders,Posterior Deltoids,,,Resistance Band,1.0,None,0,Half Kneeling,Single Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Shoulder External Rotation,Vertical Push,,Transverse Plane,,,Upper Body,Push & Pull,Compound,Unilateral,Unsorted*,73,2,False,"compound,novice,resistance-band,upper-body"
